review_title,review_text,high_satisfaction,reconstruction_error,product_name,brand_name
not greasy anymore,this moisturizing gel keeps my face from feeling greasy through out the day. it works great!,1,0.004231745401281923,Dramatically Different Moisturizing Gel,CLINIQUE
,i got the as a free sample and i loved it! even good for sensitive or acne-prone skin.,1,0.004230389373837382,Soy Hydrating Gentle Face Cleanser,fresh
buy,this sunscreen is perfect for people with dry skin. the formula is so light and works throughout the day.,1,0.0042290059848022355,Full Spectrum 360° Sun Silk Drops Organic Sunscreen SPF 30,COOLA
soft and moisturizing,"i received this product complimentary to try from influenster and clinique. i love most clinique products i try. this one would be a strong like. it did a wonderful job moisturizing my skin, however i did not notice a difference in fine lines or wrinkles.",1,0.004228538212202905,Smart Clinical Repair Wrinkle Correcting Cream,CLINIQUE
new favorite cream!,this cream is so lightweight and easy to apply. it dries quickly and smells amazing! i have loved how moisturizing it is and lasts all day!,1,0.004226937859112632,Magic Cream Moisturizer with Hyaluronic Acid,Charlotte Tilbury
perfect for summer!!!,i love this product!!! my skin is very sensitive to the sun and i am a golfer. i always take this product with me the mini size is perfect for under eyes but i like the full size since i use it on my face!!! i just purchased another one!!,1,0.004224531883415932,Cooling Water,MILK MAKEUP
love it !,i absolutely love this product ! it smells amazing !!!! it also makes your skin super soft!! i got this for free from influenster and will absolutely buy again once i am out !,1,0.0042222962170998905,Watermelon Glow Hyaluronic Clay Pore-Tight Facial Mask,Glow Recipe
,love this product. very refreshing and lightweight.,1,0.004220926276486803,The Water Cream Oil-Free Pore Minimizing Moisturizer,Tatcha
feels good,skin feels really clean after using this.,1,0.004217078749628555,Clear Improvement Active Charcoal Mask to Clear Pores,Origins
nice!,super nice! smells amazing and does not leave a bad feel on your skin! i recommend!,1,0.0042170723910315315,Facial Treatment Essence (Pitera Essence),SK-II
,loved this will buy again and definitely recommend made my skin flawless,1,0.004215339081186635,Santorini Grape Poreless Skin Cream,KORRES
lovely!,i love using this oil on my face and hands!it’s lightweight and leaves my skin feeling smooth and flawless. i also really see a difference in the fine lines on my forehead since using this product as well (or i’m just seeing things)i apply the oil to my face while it’s still damp after using the argan oil cleansing oil and it feels amazing. it’s not greasy and it leaves my skin feeling lovely all day!i highly recommend it.,1,0.004212271102811857,100 percent Pure Argan Oil,Josie Maran
loved it!,"i love this night serum! it is so soft and light on the face at night. it leaves me feeling refreshed in the morning! i don’t know if i would pay all that money for it, but it definitely feels great and more natural on the skin. i have sensitive skin so it really was good. i also love the design of the packaging and how the pump works!",1,0.004208335627305882,T.L.C. Framboos Glycolic Resurfacing Night Serum,Drunk Elephant
bad doesn’t work,it’s just not worth it. really do they even test their products ?,0,0.004203042270936578,POWER Advanced Wrinkle Fighter 360° Eye Serum,Algenist
,i am beyond happy with this product i saw results within a week. the smell is amazing works well with sensitive skin and it doesn’t dry out my face,1,0.004201864955821326,Mini Rice Wash Skin-Softening Cleanser,Tatcha
great toner!,"this is my first toner ever, so i don’t have a reference to compare with; i have been using glow recipe pore tight toner for a few weeks under my moisturizer, and it has helped to minimize the oily films on my forehead, which is fantastic. but it has also made me break out a bit, so i advise if you have acne-prone skin to try the smaller bottle first. this toner consistency is watery gel-like and very hydrating. the toner doesn’t sting or makes my skin feel dry; i get such a refreshing, smooth feel, my pores seem smaller, which lam so happy about, and the aroma of sweet watermelon is strong but satisfying!",0,0.004199313019446275,Mini Watermelon Glow PHA + BHA Pore-Tight Toner,Glow Recipe
loved it!,"loved it! little bit of gloss, little bit of glide, little bit of shine..makes it just perfect!! highly recommend.",1,0.004196411383360546,Crystal Ball Roller Gloss,INC.redible
,so worth it!! helps break outs a must buy!,1,0.0041889936906912804,Therapeutic Sulfur Acne Treatment Mask,Peter Thomas Roth
greasy :(,makes my face look super oily and broke me out,0,0.004184403958715515,Dramatically Different Moisturizing Lotion+,CLINIQUE
love!,i love this toner! the consistency is so light and it absorbs well. it doesn’t feel sticky or anything. it smells amazing. it has such a light scent. it feels so refreshing on my skin! i love it.,1,0.00417825317587856,Watermelon Glow PHA + BHA Pore-Tight Toner,Glow Recipe
,i loved this new light formula! it was easy to apply and absorbed quickly. it did not leave a greasy residue and kept my skin hydrated all day.,1,0.0041766934321318125,Moisture Surge 100H Auto-Replenishing Hydrator Moisturizer,CLINIQUE
,have had this product for a week and i have been using it every night! i feel like it’s very gentle on my super sensitive skin and i have already noticed results! the fine lines i had seem to have disappeared and i can’t believe it! buy this!,1,0.004175833954624944,Retinol Eye Stick,Peace Out
fav toner,"so good. best toner i’ve ever used, it’s alcohol free and it doesn’t give me and “tight” feeling and doesn’t have any weird smell. it’s super hydrating and feels so good on the skin. i recommend this to anyone!",1,0.0041654792095120715,Ultra Repair Wild Oat Hydrating Toner,First Aid Beauty
,nice and light! a little greasy but otherwise fine. very soft on the skin.,1,0.004162229359258715,Umbra Sheer Physical Daily Defense SPF 30,Drunk Elephant
i’m so glad i found this.,this sunscreen is amazing i love that it doesn’t leave a white cast on your face and it doesn’t smell like regular sunscreen. it has a light scent and it doesn’t leave your skin feeling greasy and it doesn’t leave your skin looking oily either. it gives you a light glow perfect for applying makeup after.,1,0.004162080464785216,Get Even Sun Milk SPF 33,Josie Maran
definitely recommend this whole brand of products!,"this is perfection i use this once a week and it feel great , my face feels hydrated even though i just scrub it ! it’s perfect i definitely recommend this!",1,0.004151254738188122,SATOCANE Pore Purifying Scrub Mask,WASO
,this toner is very refreshing and smells amazing. i’ve been using it morning and evening and it really makes my skin feel hydrated and smooth,1,0.004147469960916265,Aqua Bomb Hydrating Toner,belif
"great serum, but doesn’t do much for pores","i love this serum. i got it specifically because i have huge pores on my t-zone, and i’m gonna be totally honest it doesn’t do much for my pores. however, it did smooth out my uneven skin and make it look a lot better. all in all, very happy with this and how it feels and how it makes me look but wish it had done more for pores!!",1,0.004146584484785328,Vinopure Natural Salicylic Acid Pore Minimizing Serum,Caudalie
the best!,so cheap and so good....the perfect price and the perfect balm,1,0.004141428335616734,Rosebud Salve,Rosebud Perfume Co.
,"it smells really great, a really light cream but i felt to differences on my skin.",0,0.004139326615127859,Aqua Bomb Brightening Vitamin C Cream,belif
that glow,can’t get enough of this. it leaves such a pretty and natural glow. i’m in love and so happy i found this!,1,0.004137099609094841,Watermelon Glow Niacinamide Dew Drops,Glow Recipe
,"i was pretty happy with this product. it did make my skin look and feel smoother, my pores were also not as large. the only complaint i had was it did make my skin break out at first.",1,0.004136480543783455,Retinol Fast-Release Wrinkle Reducing Night Serum,Kiehl's Since 1851
greasy,i have combination skin but got the product recommended. this made my face feel greasy and breakout.,0,0.0041356625932002814,The Dewy Skin Cream Plumping & Hydrating Moisturizer,Tatcha
amazing!,i keep this at my desk all day and apply throughout the day. it is very soothing and has a wonderful scent,1,0.0041202029629182685,Rosebud Salve,Rosebud Perfume Co.
hydrating & lightweight!,this product is amazing! i generally have dry skin but this creamy texture hydrates my skin. it’s very lightweight and doesn’t leave my skin feeling greasy. 10/10 recommend!,1,0.004118134082149636,The True Cream Aqua Bomb,belif
,i like the product but it has this oily texture and the product takes a little bit of time to get into the skin.,1,0.004117327053864604,Ascorbic Acid 8% + Alpha Arbutin 2%,The Ordinary
must have,"after use this product for around 3 weeks, and very happy with the results",1,0.004116496099524072,B3 Nice 10% Niacinamide Serum,Sunday Riley
a yes from me,i love this toner. i always feel super fresh after i apply it. it smells nice and my skin loves it.,1,0.004115646793493427,Mini Deep Sweep 2% BHA Pore Cleaning Toner with Moringa + Papaya,Farmacy
,absolutely love this product! saw results in just a few days of use!,1,0.004112780721360131,Vital-E Antioxidant Recovery Cream,Peter Thomas Roth
,i loved this stuff. it left me feeling super refreshed and hydrated. didn’t leave any tacky feeling and soaked right into my skin. i use this morning and night and have loved the way my skin looks and feels after it. i would definitely repurchase and recommend. the only reason i took a star away is the price. i don’t think it’s worth that much at all.,1,0.004111482384876066,Face Cream,Dr. Barbara Sturm
light weight,"sinks in fast, light weight",1,0.004107893729043662,Vinosource-Hydra Moisturizing Sorbet,Caudalie
,i was worried that this wouldn’t work for me but i absolutely love it. after the first use my skin felt so soft and really did feel clean. i would highly recommend this.,1,0.004106022601025583,Mini Superfood Antioxidant Cleanser,Youth To The People
,love it so far! my skin felt instantly super smooth!❤️,1,0.004105776277825215,Mini Yo Glow AHA & BHA Facial Enzyme Scrub,Wishful
,"been using since janurary, love it .",1,0.004105360159003781,The True Cream Aqua Bomb,belif
great choice,amazing. amazing. amazing. my face is sensitive but this toner is a-1. does a toner needs to do and more.,1,0.00410522894642904,Mini Ready Steady Glow Daily AHA Tonic,REN Clean Skincare
"great for hydrating, but not for redness",this product honestly smells amazing! i love the hydrating texture and it melts into my skin pretty well but i didn’t notice a difference in the redness in my skin. i do like this product for hydrating features though!,1,0.004103168411178276,Avocado Soothing Skin Barrier Serum with Ceramides,Glow Recipe
great toner,this toner is one of the best for shrinking pores that i have used. helps to hydrate also.,1,0.004100870757362728,Watermelon Glow PHA + BHA Pore-Tight Toner,Glow Recipe
horrible,this product did absolutely nothing. it does not clean or helps the skin,0,0.004099603894755215,Tonique Confort Re-Hydrating Comforting Toner with Acacia Honey,Lancôme
perfect !,this is the perfect mask i have met! i used two already!,1,0.004097616151992956,Rose Face Mask,fresh
,"feels gentle yet effective, made my skin feel much smoother, and has helped reduce my acne. definitely worth the price.",1,0.004097503260831471,The Rice Polish Foaming Enzyme Powder,Tatcha
,don’t waste your money. all this did was exaggerate the texture on my face.,0,0.0040967808899258,Faded Serum for Dark Spots & Discoloration,Topicals
,use this cream every day. works great on my fine lines and it’s not oily . goes on great.,1,0.004083821469119247,Ceramidin  Eye Cream with Niacinamide,Dr. Jart+
amazing,i don’t see how anyone wouldn’t buy this!,1,0.004067191741281379,Clear Improvement Active Charcoal Mask to Clear Pores,Origins
"soft, hydrated, and smooth!","my husband and i both love this toner. he has dry skin and i have oily skin. this toner did nothing for our pores especially for me ( i have larger pores) but it was really hydrating and left our skin super soft glowy and smooth. it also did not make me oily during the day which is a problem with many skin care products for me. for some reason some products make my skin produce more oil. i do recommend this toner if you want hydrated, smooth, soft skin and it works well with both dry and oily skin types, however, i do not think that it does much for pores. still recommend though!",0,0.004055702788219856,Watermelon Glow PHA + BHA Pore-Tight Toner,Glow Recipe
perfect for day and night,i use this without fail day and night after using a toner and it absorbs really fast. i use it under make up as well.it is a great product for the price,1,0.004055459459187584,Hyaluronic Acid 2% + B5 Hydrating Serum,The Ordinary
holy grail!,"this is my holy grail skin care product - i use every other day. it has completely changed the texture of my skin and also helped clear up some old scars. it’s pricey, but i haven’t found anything that works as well. it used to have a horrible metallic smell, but now smells like lemongrass - so much better! in love!",1,0.004054806596379679,Good Genes All-In-One AHA Lactic Acid Treatment,Sunday Riley
my new holy grail product!,"this serum is my new holy grail product!! i break out from so many moisturizers/serums, but this one is a complete game changer!! it helps control the excess oil, and actually clears up any breakouts i have. it is super hydrating, and leaves my skin absolutely glowing!! i cannot live without this!",1,0.004053051508775261,Salicylic Acid Acne Treatment Serum,Peace Out
,"i love demalogica! their stuff works so well on my skin and since introducing it to my skincare routine, it’s never looked so good! highly recommend this stuff! especially for a daily skincare routine.",1,0.00405226946871846,Daily Glycolic Cleanser,Dermalogica
product yes bottle no,"i love love love this product however the mister was defective and felt like someone was just spitting product onto my face. 10/10 on the toner 1/10 on the mist bottle. if the bottle was better, i’d make this my daily everyday toner because it’s beautiful! left my skin so dewy and hydrated and soaked in great.",1,0.004049246371068752,Squalane + Hyaluronic Toning Mist,Biossance
not worth the price.,not worth the price.the “small“ jar is only 70% full.,0,0.004046273861777334,Yerba Mate Resurfacing + Exfoliating Energy Facial with Enzymes + Niacinamide,Youth To The People
nice texture,"this is my first retinol product. i like the packaging. i like the texture of the serum, but i don’t like the smell. use it at night time and my skin looks smoother and hydrated. i hope retinol will help with my fine lines and wrinkles. recommend to try",1,0.004044066271806762,Even Smoother Glycolic Retinol Resurfacing Serum,Peter Thomas Roth
no greasy feeling!,i enjoy this moisturizer! it didn’t leave my skin feeling greasy like some other moisturizers i have tried.,1,0.004043493626948585,The True Cream Moisturizing Bomb,belif
,i received this gifted by the brand and i really love the texture of this eye balm. it’s so light and hydrating and only takes a small amount each time. i have noticed reduced fine lines and wrinkles after a week and my skin feels so much more hydrated. i would recommend this product to anyone.,1,0.004039868855543327,Triple Algae Eye Renewal Balm Eye Cream,Algenist
,makes my skin so moisturized and smooth. this toner is also great used with the other products in this line. i received this complimentary from influenster.,1,0.004032406947712836,Facial Treatment Clear Lotion Toner,SK-II
love it,i love this stuff! my skin definitely looks smoother in some areas like my forehead. it seems like it’s definitely helped those lines go away! i,1,0.0040320898260882455,Even Smoother Glycolic Retinol Resurfacing Serum,Peter Thomas Roth
best cleanser for oily skin,this is my favorite moisturizer. i use it for day time and it’s the only moisturizer to doesn’t make my skin feel oily. it absorbs so fast and feels so refreshing.,1,0.0040266716991373885,Hello FAB Coconut Water Cream,First Aid Beauty
smooth and protected,makes my skin feels so soft and smooth! perfect for under your makeup or used alone. it didn’t make me break out either. finally found a sunscreen i feel good about using on my face!,1,0.004025944056674165,Mini Unseen Sunscreen SPF 40 PA+++,Supergoop!
clean and natural ingredients,"this toner feels fresh and light. it didn’t dry out my skin, just leave the clean feeling after use. it helps clean up the pore and leave the smoother skin.i think this is a nice choice if you are looking for a gentle toner.“i received these products for free from influenster and biossance in exchange for my honest review.“",1,0.004022966731353689,Squalane + BHA Pore-Minimizing Toner,Biossance
,"super thick and moisturizing without being heavy or greasy. i prefer to wear it at night rather than under makeup but so far, so good!",1,0.004020291119130917,The Rich Cream with TFC8 Face Moisturizer,Augustinus Bader
,love how my skin feels in the morning. fresh and hydrated. this product is perfect for my skin. it used to be incredibly dry.,1,0.0040184669595161905,Mini Superberry Hydrate + Glow Dream Mask,Youth To The People
great toner for skincare beginners!,first time trying a belif toner and it did not disappoint. it is very hydrating and has a cooling effect. i love the smell as well! great if you are new to toner’s and want something gentle.,1,0.004012833480601494,Aqua Bomb Hydrating Toner,belif
perfect for combination skin!,i have combination skin and this refreshing scrub and perfect for it! best used in the morning to wake up your skin. and it smells amazing! worth the buy for sure! i received this product free to try in my influenster voxbox!,1,0.004010371797794948,GinZing Refreshing Scrub Cleanser,Origins
,amazing!! i love this so much. my skin looks so nice feels so good. it doesn’t make my skin oily. it’s just perfect. i have combination skin.,1,0.0040081245767328195,Power Couple Advanced Retinol and Lactic Acid Duo,Sunday Riley
,this system works well but i recommend you ease into the products. its helped my acne so much and i’m so happy i got to try these products. finally found some products that mahe a difference on my skin.,1,0.004005896055413377,Clear Complexion Acne Solutions System,Dr. Zenovia Skincare
,"i received the product free for testing purposes from influenster and biossance. this toner actually did make my pores appear smaller! it’s easy to use and you only need a little so the bottle will last a long time. it doesn’t smell good, but it doesn’t have a bad smell either. it also doesn’t feel drying.",1,0.004005624782089421,Squalane + BHA Pore-Minimizing Toner,Biossance
,love it! moisturizes well and isn’t greasy at all. has a nice light scent,1,0.004004057133341394,Revitalizing Supreme+ Youth Power Creme Moisturizer,Estée Lauder
great product,loved it made my eyes feel smooth n great .. saw the difference i the first 10 days this is great .. got this as a free sample .,1,0.004003160833252733,Triple Algae Eye Renewal Balm Eye Cream,Algenist
,tried the mini bottle and it just left feeling my face sticky.,0,0.003997368438832526,Rose & Hyaluronic Acid Deep Hydration Toner,fresh
,this was my first time using this moisturizer and i so far really like it. it is a bit thick but i don’t think it makes my face feel greasy. i don’t wear makeup so i don’t mind thicker products. smells great and feels good after my retinol serum!,1,0.003996448855459918,The True Cream Moisturizing Bomb,belif
my favorite cream so far,my favorite cream so far. light and moisturizing for my skin (my skin type is combination to oily).,1,0.003996444771658117,The Water Cream Oil-Free Pore Minimizing Moisturizer,Tatcha
,i love this serum! it applies so easily to my face and doesn’t leave it feeling greasy at all. i can definitely see a difference in my face when i use this! the packaging is super cute as well!,1,0.00399428467878618,Plum Plump Hyaluronic Acid Serum,Glow Recipe
loved it!,"i really loved this product! it smells so amazing and after using it for a few weeks, i started noticing my skin feeling a bit more glowy and hydrated. i would recommend this cream.",1,0.003993358040272376,C-Rush Vitamin C Gel Moisturizer,OLEHENRIKSEN
,the smell is amazing!! this helped to clear my face in just a week! this is my go-to,1,0.0039910802476743265,Clear Improvement Pore Clearing Moisturizer with Salicylic Acid,Origins
refreshing,very hydrating and refreshing! doesn’t irritate my under eyes at all.,1,0.0039865951426904115,Cucumber De-Tox Hydra-Gel Eye Patches,Peter Thomas Roth
love it,i liked it! i works perfectly my skin a little bit oily and it worked on it just fine i love it i felt that my skin so soft and glowing. i’m in love will definitely buy more.,1,0.003978375354295795,Calm Water Gel Moisturizer,Dermalogica
,this is really the best stuff out there. super smooth and feels so soft against your face. i use this to apply toner daily. love love love.,1,0.0039773209944618994,Facial Cotton,Shiseido
amazing!,amazing ... refreshing .. i would buy again and again,1,0.0039760768784870915,Rose & Hyaluronic Acid Deep Hydration Toner,fresh
you can find a way better moisturizer,i am in love with farmacy products but this one has good to be the one i truly won’t buy again. this moisturizer wasn’t really oil-free and i felt like the texture was weird on my skin. i have combo skin and felt like my skin was more oily. i just felt like i didn’t see a difference in my skin.,0,0.003974852561964302,Daily Greens Oil-Free Gel Moisturizer with Moringa and Papaya,Farmacy
,i honestly did not use this product much just because of the balm. it was super greasy and the texture was different,0,0.0039736391893255354,Makeup Melting Balm Cleanser,Community Sixty-Six
,i love this product! it makes my skin super soft and it’s not oily. i just wish it had sunscreen within it. i would totally buy this again!,1,0.003970933029425257,Benefiance Wrinkle Smoothing Cream Enriched,Shiseido
your new oil,"great oil!!! absorbs into skin, leaving it soft. helps those dry spots! works perfectly on combination skin.",1,0.003964538820033006,Noni Glow Plumping Face Oil,KORA Organics
amazing!!!,this moisturizer is seriously the holy grail my skin has always been looking for!,1,0.003960161850108342,ExfoliKate Glow Moisturizer,Kate Somerville
toner,"i don’t often give products 5 stars especially in skin care but this belif toner just worked wonders for my very dry skin. most toners dry out my skin, but this toner really hydrates it. i love the smell.",1,0.003959315508412719,Aqua Bomb Hydrating Toner,belif
highly recommend,i absolutely adore this product. i highly recommend this product it leaves your face feeling refreshed and clean another thing i love is it doesn’t make your face feel tight and dry after like many cleansers out their. the best part about this cleanser is i started seeing drastic results after only one week of using it!!,1,0.003957500471132466,Anti-Aging Cleansing Gel,Peter Thomas Roth
provide glow and hydration,i got this as a sample and just loving it. it gives very nice glow to my skin and will definitely going to purchase this.,1,0.003955683455918147,Squalane + Vitamin C Rose Firming Oil,Biossance
,"i love it, i love its smell and texture, they leave my skin shiny and with a good texture, it is not sticky or anything, its packaging is sober and i recommend it, i like it a lot",1,0.003954947874045986,Aqua Bomb Brightening Vitamin C Cream,belif
,very good moisturizer.,1,0.003954851613151587,All About Eyes Rich Eye Cream,CLINIQUE
,this is a great product. it really makes my skin feel soft and radiant. it also helps with fine lines and wrinkles and leaves my skin feeling smooth. this product is better than some i’ve tried. i would definitely recommend this.to every one.,1,0.003953459470191794,Ferulic Brew Facial Treatment Essence with Lactic Acid,Kiehl's Since 1851
,this product has improved the appearance of my fine lines and neck lines!,1,0.003952088921508594,Peptide 21 Wrinkle Resist Serum,Peter Thomas Roth
love this product!!,my skin feel amazing after using this product. this face lotion is very light weight and super hydrating. if you have sensitive skin like mine this is for you. i highly recommend the super moisturizing face lotion!,1,0.003950227445852885,Barrier+ Triple Lipid-Peptide Lotion Moisturizer,Skinfix
great moisturizer!,loved this moisturizer. it smells amazing and the consistency is great. don’t have to use too much. i applied it on my face and my neck. it’s not sticky at all. my skin is usually very dry and loved this cream. my skin feels super hydrated and very smooth. i apply it on at night and leave it on over night. i wake up with fresh supple skin every morning. i highly recommend!,1,0.003948863366486308,The True Cream Moisturizing Bomb,belif
,this will burn away all your sins. 10/10 would recommend.,1,0.003946851702942467,AHA 30% + BHA 2% Exfoliating Peeling Solution,The Ordinary
fresh and smooth,i have seen a big difference in just a week. my face feels smoother and my pores look smaller.,1,0.0039468043243306985,Clarifying Lotion 3,CLINIQUE
not good feeling,it left my skin oily and i did not feel my skin soft,0,0.0039453506336883494,Squalane Cleanser,The Ordinary
must try,i absolutely love this product it makes my skin so soft and i think it smells so lovely. i do find it a little too course to use every day but every other day i’m fine and i have pretty sensitive skin so that could be it.,1,0.003945307990541537,Yo Glow AHA & BHA Facial Enzyme Scrub,Wishful
did not work for me,received a small sample of this to use for a couple of weeks. it leaves my skin feeling greasy and i don’t see any difference in my skin. would not purchase.,0,0.003936872949738754,C.E.O. 15% Vitamin C Brightening Serum,Sunday Riley
perfect,"this is a perfect product. exactly what i was looking for for summer. doesn’t look or feel like the usual sunscreen — it seriously is invisible, and when applied has the consistency and look of a primer. perfect amount of spf, and the fact that it’s cruelty free makes it absolutely perfect.",1,0.0039350696194252145,Unseen Sunscreen SPF 40 PA+++,Supergoop!
will buy again!,very hydrating and perfect for my sensitive skin. i’ve tried numerous eye creams and this is the first one that works perfectly for my sensitive skin.,1,0.003933057338278812,Creamy Eye Treatment with Avocado,Kiehl's Since 1851
,loved this serum! it was great on my skin!,1,0.003933033402412567,Potent-C Vitamin C Targeted Spot Brightener,Peter Thomas Roth
,"worth every penny! amazing product! after one use, skin is so smooth and fresh for the whole day! love it!",1,0.003931540312278066,Sugar Face Polish Exfoliator,fresh
,so moisturizing & smells amazing. i love that it’s lightweight so that i can use it during the summer months,1,0.003930233194587134,The True Cream Aqua Bomb,belif
,great daily eye cream. very thick and moisturizing. definitely helps with the appearance for fine lines and wrinkles,1,0.003924022428144486,Triple Algae Eye Renewal Balm Eye Cream,Algenist
,this is such a wonderful hydrating serum! it has a light scent but caused me no sensitivity. i use it as part of my morning routine and absolutely love it. it absorbs quickly and leaves my skin feeling super smooth. i would highly recommend!,1,0.003922630868526366,HydraKate Recharging Serum with Hyaluronic Acid,Kate Somerville
holy grail!,"this is the holy grail of moisturizers. i use it at night and day when my face is feeling dry. especially great in the winter months. it’s so hydrating, and i also place a dab on the back of my hands to keep them looking young as well! doesn’t make my breakout, and is perfect for my oily skin.",1,0.003921342054054268,Mini Ultra Facial Moisturizing Cream with Squalane,Kiehl's Since 1851
,"i love anything from glow recipe but this by far is my new favorite product from them!! my face looks so glowy and fresh, my boyfriend even said my skin looks so smooth! go buy this right now it’s too good",1,0.003916932692884773,Guava Vitamin C Bright-Eye Gel Cream,Glow Recipe
,i received a sample in my sephora play! box and absolutely love it. makes my skin feel hydrated and smooth. i would absolutely purchase a full size of this product.,1,0.003914468398855016,Mini Lotus Youth Preserve Moisturizer,fresh
,i wear this every day. the formula is so smooth and refreshing.,1,0.003912661144339517,Superscreen Daily Moisturizer Sunscreen SPF 40 PA+++,Supergoop!
so refreshing!,love this stuff! it makes my skin feel so refreshed and clean after using it!,1,0.003912273617807231,Superfood Antioxidant Cleanser,Youth To The People
,this product is great! it’s not sticky and super hydrating! the flavor is really subtle which is nice because it’s not super distracting or anything!,1,0.003906138440152735,Lip Glowy Balm,LANEIGE
great subtle toner,"my favorite toner. so far no issues and i’ve been using every day and night for over a month. soothing, refreshing and minimal smell. love it.",1,0.0039047831977145776,Ultra Facial Toner,Kiehl's Since 1851
great product!,"great smell, and it seems like it’s sticky but once i apply it to my face it no longer feels sticky! it’s really refreshing to put on in the morning before your makeup routine as well.",1,0.003901284858441261,Watermelon Glow PHA + BHA Pore-Tight Toner,Glow Recipe
amazing!!,love it. creamy not greasy or sticky. moisturizing. subtle scent. works great at keep lips soft. highly recommend.,1,0.003899797087567852,Rosebud Salve,Rosebud Perfume Co.
a staple,i use this every day. my skin feels nice and smooth and never dry. i love it.,1,0.0038976375794467872,7 Day Face Scrub Cream Rinse-Off Formula,CLINIQUE
skin feels super greasy,i’m really not sure that this product has a true purpose. i used a little of this balm (a little goes a long way) for two days and all it did was leave my face super greasy. maybe this is not a product to be used on combination skin?,0,0.0038964665533678155,Calming Herbal Repair Overnight Recovery Balm for Skin Barrier Support,Mount Lai
,"i have oily skin, so i usually don’t use products that are super hydrating, but this one was great! i use it as a night time moisturizer, and my skin looks great in the morning!",1,0.0038961361267929907,Greek Yoghurt Nourishing Probiotic Gel-Cream,KORRES
,got a sample and after i ran out had to buy more ! it’s lightweight and leaves my skin feeling hydrated.,1,0.0038945842201371073,Cloud Dew Gel Cream Moisturizer,Summer Fridays
amaaaazing<3,its super hydrating and smells amazing... also the packaging is so cute!,1,0.003891570310913203,Blueberry Bounce Gentle Cleanser,Glow Recipe
awesome! but the scent is not the best…,"i am new to skincare. recently received this as a sample and omg does my skin love this stuff!! it does smell like dove soap but its a light scent, so if you can get past that, its pretty amazing stuff.",1,0.003890313298732018,Mini 24-7 Moisture Hydrating Day & Night Cream,TULA Skincare
,this face oil is amazing! i use it twice a day and it has really helped my hyperpigmentation and redness. extremely gentle on the skin yet huge results. i use it after cleansing and before moisturizing. it absorbs easily and doesn’t leave my combination skin feeling greasy. highly recommend!,1,0.003889390269137605,C.E.O Glow Vitamin C + Turmeric Face Oil,Sunday Riley
great product.,"i was so excited when i received a sample of this product from influenester. i have been using it over a week now and love that it gives my face an instant glow, makes my skin look hydrated, and doesn’t leave my face feeling sticky.",1,0.00388815656439834,Estee Lauder Advanced Night Repair Synchronized Multi-Recovery Complex Serum,Estée Lauder
smells amazing!,"i received this product complimentary for testing purposes and i’m so glad i did! it smells wonderful and makes my skin feel so soft. i don’t know if it makes my pores better, but i don’t even care it’s great!",1,0.003885974696726084,Santorini Grape Poreless Skin Cream,KORRES
,i really like this mask. it’s great for my sensitive skin. extremely hydrating. will buy again.,1,0.0038858794463237857,Mini Jet Lag Mask,Summer Fridays
,"best sunscreen. the name speaks for itself, very lightweight and non greasy. highly recommend!",1,0.003885859144449232,Unseen Sunscreen SPF 40 PA+++,Supergoop!
,"if i could leave no stars i would, this did absolutely nothing for me",0,0.003885614024269621,Skin Resurfacing Lactic Acid Cleanser,Dermalogica
,"i used it for a week, my skin feels great and smooth. i received this product as a free sample.",1,0.003884230350535401,Estee Lauder Advanced Night Repair Synchronized Multi-Recovery Complex Serum,Estée Lauder
,i like how light this is and doesn’t have an overpowering smell,1,0.003883172319625916,Facial Treatment Clear Lotion Toner,SK-II
i love it,"after using it, i felt moisturized and comfortable. it’s really a good toner.",1,0.003878269600359433,Rose Floral Toner,fresh
it smells weird.,i dont like how it smells so i didnt use it more than a couple times. if you like woodsy smells then you would love it!,0,0.00387803324665846,Forest Lungs Anti-Stress Fragrance Travel Spray,The Nue Co.
nice,nice and fresh and it fill light,1,0.003877985180213158,Makeup Setting Spray Organic Sunscreen SPF 30,COOLA
must have,"i love glow recipe so i was so excited to try this new night moisturizer and it did not disappoint. it’s hydrating but doesn’t make my skin feel super oily. and of course, the smell is amazing as well.",1,0.0038749624865291902,Watermelon Glow AHA Night Treatment,Glow Recipe
,"love it, left my skin feeling smooth and soft and have noticied the fine lines around my eyes not so prominent",1,0.0038747916851411836,Squalane + Omega Repair Deep Hydration Moisturizer,Biossance
amazing and thick,so moisturizing and thick. it makes my skin feel so hydrated in the morning. this is totally worth it,1,0.0038732584670684894,Honey Halo Ultra-Hydrating Ceramide Moisturizer,Farmacy
amazing face wash!!,i love it!! it makes my face feel like butter!! i got it as a free sample but i purchased a full size bottle because i loved it.,1,0.0038717495664442898,The Rice Wash Skin-Softening Cleanser,Tatcha
,if you’re looking for something soft on the skin and clean this is definitely the route to go!,1,0.0038713308607086078,Watermelon Pink Juice Oil-Free Moisturizer,Glow Recipe
,i love this product! it is super moisturizing and hydrating. i like that the product is a lightweight gel and doesn’t leave a greasy feel on my face. i also enjoyed the subtle fragrance the product had.,1,0.0038700002870120376,Moisture Surge 100H Auto-Replenishing Hydrator Moisturizer,CLINIQUE
